season,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2014/15,Group stage,3,Tue,2014-10-21,20:45 (19:45),Barcelona es,3–1,nl Ajax,79357,Camp Nou,William Collum,Match Report,
2014/15,Group stage,3,Tue,2014-10-21,21:45 (19:45),APOEL FC cy,0–1,fr Paris SG,20000,Neo GSP,Ovidiu Hațegan,Match Report,
2014/15,Group stage,3,Tue,2014-10-21,21:45 (19:45),BATE Borisov by,0–7,ua Shakhtar D.,20000,Borisov Arena,Ivan Bebek,Match Report,
2014/15,Group stage,3,Wed,2014-10-22,19:45,Liverpool eng,0–3,es Real Madrid,43521,Anfield,Nicola Rizzoli,Match Report,
2014/15,Group stage,3,Wed,2014-10-22,20:45 (19:45),Monaco fr,0–0,pt Benfica,12776,Stade Louis II,Szymon Marciniak,Match Report,
2014/15,Group stage,3,Wed,2014-10-22,20:45 (19:45),Atlético Madrid es,5–0,se Malmö,34502,Estadio Vicente Calderón,Matej Jug,Match Report,
2014/15,Group stage,3,Wed,2014-10-22,20:45 (19:45),Leverkusen de,2–0,ru Zenit,27254,BayArena,Björn Kuipers,Match Report,
2014/15,Group stage,3,Wed,2014-10-22,20:45 (19:45),Anderlecht be,1–2,eng Arsenal,19881,Lotto Park,Carlos Velasco,Match Report,
2014/15,Group stage,3,Wed,2014-10-22,21:45 (19:45),Olympiacos gr,1–0,it Juventus,31411,Stadio Georgios Karaiskáki,Milorad Mažić,Match Report,
2014/15,Group stage,3,Wed,2014-10-22,21:45 (19:45),Ludogorets bg,1–0,ch Basel,3500,Stadion Vasil Levski,Deniz Aytekin,Match Report,
2014/15,Group stage,3,Wed,2014-10-22,21:45 (19:45),Galatasaray tr,0–4,de Dortmund,36324,Türk Telekom Arena,Antonio Matéu Lahoz,Match Report,
2014/15,Group stage,4,Tue,2014-11-04,19:45 (20:45),Arsenal eng,3–3,be Anderlecht,60000,Emirates Stadium,Clément Turpin,Match Report,
2014/15,Group stage,4,Tue,2014-11-04,19:45 (20:45),Benfica pt,1–0,fr Monaco,60000,Estádio do Sport Lisboa e Benfica,David Fernández,Match Report,
2014/15,Group stage,4,Tue,2014-11-04,20:00 (18:00),Zenit ru,1–2,de Leverkusen,17010,Stadion Petrovskij,Alberto Undiano,Match Report,
2014/15,Group stage,4,Tue,2014-11-04,20:45,Dortmund de,4–1,tr Galatasaray,78000,Signal Iduna Park,Pavel Královec,Match Report,
2014/15,Group stage,4,Tue,2014-11-04,20:45,Basel ch,4–0,bg Ludogorets,35272,St. Jakob-Park,Stéphane Lannoy,Match Report,
2014/15,Group stage,4,Tue,2014-11-04,20:45,Real Madrid es,1–0,eng Liverpool,75000,Estadio Santiago Bernabéu,Viktor Kassai,Match Report,
2014/15,Group stage,4,Tue,2014-11-04,20:45,Malmö se,0–2,es Atlético Madrid,20000,Swedbank Stadion,Mark Clattenburg,Match Report,
2014/15,Group stage,4,Tue,2014-11-04,20:45,Juventus it,3–2,gr Olympiacos,36000,Allianz Stadium,Martin Atkinson,Match Report,
2014/15,Group stage,4,Wed,2014-11-05,19:45 (20:45),Sporting CP pt,4–2,de Schalke 04,35473,Estádio José Alvalade,Paolo Tagliavento,Match Report,
2014/15,Group stage,4,Wed,2014-11-05,19:45 (20:45),Manchester City eng,1–2,ru CSKA Moscow,42000,Etihad Stadium,Tasos Sidiropoulos,Match Report,
2014/15,Group stage,4,Wed,2014-11-05,20:45,Athletic Club es,0–2,pt Porto,44000,San Mamés,Felix Brych,Match Report,
2014/15,Group stage,4,Wed,2014-11-05,20:45,Paris SG fr,1–0,cy APOEL FC,42000,Parc des Princes,Olegário Benquerença,Match Report,
2014/15,Group stage,4,Wed,2014-11-05,20:45,Bayern Munich de,2–0,it Roma,68000,Allianz Arena,Cüneyt Çakιr,Match Report,
2014/15,Group stage,4,Wed,2014-11-05,20:45,NK Maribor si,1–1,eng Chelsea,12500,Ljudski vrt,Daniele Orsato,Match Report,
2014/15,Group stage,4,Wed,2014-11-05,20:45,Ajax nl,0–2,es Barcelona,52116,Johan Cruyff ArenA,Pedro Proença,Match Report,
2014/15,Group stage,4,Wed,2014-11-05,21:45 (20:45),Shakhtar D. ua,5–0,by BATE Borisov,33000,L'viv Arena,Wolfgang Stark,Match Report,
2014/15,Group stage,5,Tue,2014-11-25,19:45 (20:45),Manchester City eng,3–2,de Bayern Munich,44510,Etihad Stadium,Pavel Královec,Match Report,
2014/15,Group stage,5,Tue,2014-11-25,19:45 (20:45),Sporting CP pt,3–1,si NK Maribor,32739,Estádio José Alvalade,Craig Thomson,Match Report,
2014/15,Group stage,5,Tue,2014-11-25,20:00 (18:00),BATE Borisov by,0–3,pt Porto,6000,Borisov Arena,Ovidiu Hațegan,Match Report,
2014/15,Group stage,5,Tue,2014-11-25,20:00 (18:00),CSKA Moscow ru,1–1,it Roma,,Arena Khimki,Felix Brych,Match Report,
2014/15,Group stage,5,Tue,2014-11-25,20:45,Schalke 04 de,0–5,eng Chelsea,54442,Veltins-Arena,Jonas Eriksson,Match Report,
2014/15,Group stage,5,Tue,2014-11-25,20:45,Paris SG fr,3–1,nl Ajax,46130,Parc des Princes,Matej Jug,Match Report,
2014/15,Group stage,5,Tue,2014-11-25,21:45 (20:45),APOEL FC cy,0–4,es Barcelona,20626,Neo GSP,Gianluca Rocchi,Match Report,
2014/15,Group stage,5,Tue,2014-11-25,21:45 (20:45),Shakhtar D. ua,0–1,es Athletic Club,33489,L'viv Arena,Mark Clattenburg,Match Report,
2014/15,Group stage,5,Wed,2014-11-26,19:45 (20:45),Arsenal eng,2–0,de Dortmund,59902,Emirates Stadium,Viktor Kassai,Match Report,
2014/15,Group stage,5,Wed,2014-11-26,20:00 (18:00),Zenit ru,1–0,pt Benfica,18000,Stadion Petrovskij,Nicola Rizzoli,Match Report,
2014/15,Group stage,5,Wed,2014-11-26,20:45,Leverkusen de,0–1,fr Monaco,26230,BayArena,Paolo Tagliavento,Match Report,
2014/15,Group stage,5,Wed,2014-11-26,20:45,Malmö se,0–2,it Juventus,20500,Swedbank Stadion,Pedro Proença,Match Report,
2014/15,Group stage,5,Wed,2014-11-26,20:45,Atlético Madrid es,4–0,gr Olympiacos,40121,Estadio Vicente Calderón,Wolfgang Stark,Match Report,
2014/15,Group stage,5,Wed,2014-11-26,20:45,Basel ch,0–1,es Real Madrid,36000,St. Jakob-Park,Milorad Mažić,Match Report,
2014/15,Group stage,5,Wed,2014-11-26,20:45,Anderlecht be,2–0,tr Galatasaray,19857,Lotto Park,Ivan Bebek,Match Report,
2014/15,Group stage,5,Wed,2014-11-26,21:45 (20:45),Ludogorets bg,2–2,eng Liverpool,6300,Stadion Vasil Levski,Antonio Matéu Lahoz,Match Report,
2014/15,Group stage,6,Tue,2014-12-09,19:45 (20:45),Liverpool eng,1–1,ch Basel,43290,Anfield,Björn Kuipers,Match Report,
2014/15,Group stage,6,Tue,2014-12-09,19:45 (20:45),Benfica pt,0–0,de Leverkusen,17564,Estádio do Sport Lisboa e Benfica,Aliaksei Kulbakou,Match Report,
2014/15,Group stage,6,Tue,2014-12-09,20:45,Juventus it,0–0,es Atlético Madrid,39219,Allianz Stadium,William Collum,Match Report,
2014/15,Group stage,6,Tue,2014-12-09,20:45,Dortmund de,1–1,be Anderlecht,65851,Signal Iduna Park,Alberto Undiano,Match Report,
2014/15,Group stage,6,Tue,2014-12-09,20:45,Real Madrid es,4–0,bg Ludogorets,58393,Estadio Santiago Bernabéu,Clément Turpin,Match Report,
2014/15,Group stage,6,Tue,2014-12-09,20:45,Monaco fr,2–0,ru Zenit,11319,Stade Louis II,Dvir Shimon,Match Report,
2014/15,Group stage,6,Tue,2014-12-09,21:45 (20:45),Olympiacos gr,4–2,se Malmö,27562,Stadio Georgios Karaiskáki,Stéphane Lannoy,Match Report,
2014/15,Group stage,6,Tue,2014-12-09,21:45 (20:45),Galatasaray tr,1–4,eng Arsenal,20590,Türk Telekom Arena,Diego Fernández,Match Report,
2014/15,Group stage,6,Wed,2014-12-10,19:45 (20:45),Chelsea eng,3–1,pt Sporting CP,41089,Stamford Bridge,Svein Oddvar Moen,Match Report,
2014/15,Group stage,6,Wed,2014-12-10,19:45 (20:45),Porto pt,1–1,ua Shakhtar D.,28010,Estádio Do Dragão,Ruddy Buquet,Match Report,
2014/15,Group stage,6,Wed,2014-12-10,20:45,Bayern Munich de,3–0,ru CSKA Moscow,68000,Allianz Arena,Olegário Benquerença,Match Report,
2014/15,Group stage,6,Wed,2014-12-10,20:45,Barcelona es,3–1,fr Paris SG,82570,Camp Nou,Martin Atkinson,Match Report,
2014/15,Group stage,6,Wed,2014-12-10,20:45,NK Maribor si,0–1,de Schalke 04,12516,Ljudski vrt,Szymon Marciniak,Match Report,
2014/15,Group stage,6,Wed,2014-12-10,20:45,Roma it,0–2,eng Manchester City,54119,Stadio Olimpico,Milorad Mažić,Match Report,
2014/15,Group stage,6,Wed,2014-12-10,20:45,Athletic Club es,2–0,by BATE Borisov,33000,San Mamés,Daniele Orsato,Match Report,
2014/15,Group stage,6,Wed,2014-12-10,20:45,Ajax nl,4–0,cy APOEL FC,51796,Johan Cruyff ArenA,Carlos Velasco,Match Report,
2014/15,Round of 16,,Tue,2015-02-17,20:45,Paris SG fr,1–1,eng Chelsea,45713,Parc des Princes,Cüneyt Çakιr,Match Report,Leg 1 of 2
2014/15,Round of 16,,Tue,2015-02-17,21:45 (20:45),Shakhtar D. ua,0–0,de Bayern Munich,34915,L'viv Arena,Alberto Undiano,Match Report,Leg 1 of 2
2014/15,Round of 16,,Wed,2015-02-18,20:45,Basel ch,1–1,pt Porto,34464,St. Jakob-Park,Mark Clattenburg,Match Report,Leg 1 of 2
2014/15,Round of 16,,Wed,2015-02-18,20:45,Schalke 04 de,0–2,es Real Madrid,54400,Veltins-Arena,Martin Atkinson,Match Report,Leg 1 of 2
2014/15,Round of 16,,Tue,2015-02-24,19:45 (20:45),Manchester City eng,1–2,es Barcelona,45550,Etihad Stadium,Felix Brych,Match Report,Leg 1 of 2
2014/15,Round of 16,,Tue,2015-02-24,20:45,Juventus it,2–1,de Dortmund,41182,Allianz Stadium,Antonio Matéu Lahoz,Match Report,Leg 1 of 2
2014/15,Round of 16,,Wed,2015-02-25,19:45 (20:45),Arsenal eng,1–3,fr Monaco,59868,Emirates Stadium,Deniz Aytekin,Match Report,Leg 1 of 2
2014/15,Round of 16,,Wed,2015-02-25,20:45,Leverkusen de,1–0,es Atlético Madrid,26230,BayArena,Pavel Královec,Match Report,Leg 1 of 2
2014/15,Round of 16,,Tue,2015-03-10,19:45 (20:45),Porto pt,4–0,ch Basel,43108,Estádio Do Dragão,Jonas Eriksson,Match Report,Leg 2 of 2; Porto won
2014/15,Round of 16,,Tue,2015-03-10,20:45,Real Madrid es,3–4,de Schalke 04,69986,Estadio Santiago Bernabéu,Damir Skomina,Match Report,Leg 2 of 2; Real Madrid won
2014/15,Round of 16,,Wed,2015-03-11,19:45 (20:45),Chelsea eng,2–2,fr Paris SG,37692,Stamford Bridge,Björn Kuipers,Match Report,Leg 2 of 2; Paris SG won; Required Extra Time
2014/15,Round of 16,,Wed,2015-03-11,20:45,Bayern Munich de,7–0,ua Shakhtar D.,70000,Allianz Arena,William Collum,Match Report,Leg 2 of 2; Bayern Munich won
2014/15,Round of 16,,Tue,2015-03-17,20:45,Atlético Madrid es,(3) 1–0 (2),de Leverkusen,48273,Estadio Vicente Calderón,Nicola Rizzoli,Match Report,Leg 2 of 2; Atlético Madrid won; Atlético Madrid won a penalty shoot-out following extra time
2014/15,Round of 16,,Tue,2015-03-17,20:45,Monaco fr,0–2,eng Arsenal,17,Stade Louis II,Svein Oddvar Moen,Match Report,Leg 2 of 2; Monaco won
2014/15,Round of 16,,Wed,2015-03-18,20:45,Barcelona es,1–0,eng Manchester City,92551,Camp Nou,Gianluca Rocchi,Match Report,Leg 2 of 2; Barcelona won
2014/15,Round of 16,,Wed,2015-03-18,20:45,Dortmund de,0–3,it Juventus,65851,Signal Iduna Park,Milorad Mažić,Match Report,Leg 2 of 2; Juventus won
2014/15,Quarter-finals,,Tue,2015-04-14,20:45 (19:45),Atlético Madrid es,0–0,es Real Madrid,52553,Estadio Vicente Calderón,Milorad Mažić,Match Report,Leg 1 of 2
2014/15,Quarter-finals,,Tue,2015-04-14,20:45 (19:45),Juventus it,1–0,fr Monaco,40801,Allianz Stadium,Pavel Královec,Match Report,Leg 1 of 2
2014/15,Quarter-finals,,Wed,2015-04-15,19:45,Porto pt,3–1,de Bayern Munich,50092,Estádio Do Dragão,Carlos Velasco,Match Report,Leg 1 of 2
2014/15,Quarter-finals,,Wed,2015-04-15,20:45 (19:45),Paris SG fr,1–3,es Barcelona,45893,Parc des Princes,Mark Clattenburg,Match Report,Leg 1 of 2
2014/15,Quarter-finals,,Tue,2015-04-21,20:45 (19:45),Barcelona es,2–0,fr Paris SG,84477,Camp Nou,Svein Oddvar Moen,Match Report,Leg 2 of 2; Barcelona won
2014/15,Quarter-finals,,Tue,2015-04-21,20:45 (19:45),Bayern Munich de,6–1,pt Porto,70000,Allianz Arena,Martin Atkinson,Match Report,Leg 2 of 2; Bayern Munich won
2014/15,Quarter-finals,,Wed,2015-04-22,20:45 (19:45),Real Madrid es,1–0,es Atlético Madrid,80000,Estadio Santiago Bernabéu,Felix Brych,Match Report,Leg 2 of 2; Real Madrid won
2014/15,Quarter-finals,,Wed,2015-04-22,20:45 (19:45),Monaco fr,0–0,it Juventus,17000,Stade Louis II,William Collum,Match Report,Leg 2 of 2; Juventus won
2014/15,Semi-finals,,Tue,2015-05-05,20:45 (19:45),Juventus it,2–1,es Real Madrid,41011,Allianz Stadium,Martin Atkinson,Match Report,Leg 1 of 2
2014/15,Semi-finals,,Wed,2015-05-06,20:45 (19:45),Barcelona es,3–0,de Bayern Munich,95639,Camp Nou,Nicola Rizzoli,Match Report,Leg 1 of 2
2014/15,Semi-finals,,Tue,2015-05-12,20:45 (19:45),Bayern Munich de,3–2,es Barcelona,70000,Allianz Arena,Mark Clattenburg,Match Report,Leg 2 of 2; Barcelona won
2014/15,Semi-finals,,Wed,2015-05-13,20:45 (19:45),Real Madrid es,1–1,it Juventus,78153,Estadio Santiago Bernabéu,Jonas Eriksson,Match Report,Leg 2 of 2; Juventus won
2014/15,Final,,Sat,2015-06-06,20:45 (19:45),Juventus it,1–3,es Barcelona,70442,Olympiastadion Berlin (Neutral Site),Cüneyt Çakιr,Match Report,
